12018,SNG,1,NULL,0,83542610,13664410,262385,273794,298181,NULL,CA8354261072,SONDE RES CORP COM,CAN,3605982598915039,0,0,-9223372036854775808
19147,DLM,1,NULL,0,24522P10,NULL,238601,NULL,NULL,NULL,US24522P1030,DEL MONTE FOODS CO COM,USA,1389642034045931,0,0,0
27437,33761C10,1,NULL,0,33761C10,33757010,234104,NULL,NULL,NULL,US33761C1036,FIRSTAR CORP COM,USA,1344836663108507,0,0,-9223372036854775808
33703,HLG,1,NULL,0,43556C60,NULL,225386,NULL,B04NVT,NULL,CA43556C6062,HOLLINGER INC RETRACTBLE COM,CAN,1353083260363773,0,0,-9223372036854775808
53073,ICBT,1,NULL,0,68617W10,45293810,250485,NULL,NULL,NULL,US68617W1018,ORGANITECH USA INC COM,USA,3456440292598459,0,0,-9223372036854775808
